Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2018,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,House,Not Specified,-,-,-,-,s,-,-,-,-
2018,House,2 Bedrooms,-,-,-,-,65,-,-,-,-
2018,House,3 Bedrooms,690,750,895,s,155,-8.54%,-4.15%,-7.14%,-7.14%
2018,House,4 or more Bedrooms,750,850,1125,s,60,13.33%,-5.56%,71.43%,33.33%
2018,Other,Total,470,538,600,s,145,-3.15%,-17.31%,0.00%,140.00%
2018,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,Other,Not Specified,-,-,-,-,33,-,-,-,-
2018,Other,2 Bedrooms,-,-,-,-,55,-,-,-,-
2018,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2018,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,Townhouse,Total,-,-,-,-,76,-,-,-,-
2018,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2018,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2018,Townhouse,3 Bedrooms,-,-,-,-,48,-,-,-,-
2018,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,Flat/Unit,Total,450,530,620,427,2922,-3.64%,-13.82%,-17.73%,49.30%
2018,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2018,Flat/Unit,1 Bedroom,400,450,480,114,724,-2.17%,-18.18%,-24.50%,37.35%
2018,Flat/Unit,Not Specified,-,-,-,-,82,-,-,-,-
2018,Flat/Unit,2 Bedrooms,480,550,600,244,1762,-5.17%,-17.91%,-20.26%,46.99%
2018,Flat/Unit,3 Bedrooms,700,750,800,63,338,-3.23%,-19.79%,12.50%,110.00%
2018,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,Total,Total,450,550,623,171,1602,0.00%,-9.84%,6.88%,4.91%
2019,Total,Bedsitter,350,360,380,s,s,,,,
2019,Total,1 Bedroom,420,450,488,43,399,-4.76%,-10.00%,-23.21%,2.38%
2019,Total,Not Specified,-,-,-,-,63,-,-,-,-
2019,Total,2 Bedrooms,500,560,600,79,739,-2.18%,-9.68%,9.72%,-2.47%
2019,Total,3 Bedrooms,710,790,880,s,300,9.72%,-2.47%,-8.00%,-25.81%
2019,Total,4 or more Bedrooms,1000,1150,1200,s,81,15.00%,10.05%,71.43%,71.43%
2019,House,Total,740,920,"1,000",s,170,21.05%,22.67%,30.77%,21.43%
2019,House,Bedsitter,-,-,-,-,-,-,-,-,-
2019,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,House,Not Specified,-,-,-,-,-,-,-,-,-
2019,House,2 Bedrooms,-,-,-,-,32,-,-,-,-
2019,House,3 Bedrooms,-,-,-,-,71,-,-,-,-
2019,House,4 or more Bedrooms,-,-,-,-,51,-,-,-,-
2019,Other,Total,-,-,-,-,97,-,-,-,-
2019,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2019,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2019,Other,Not Specified,-,-,-,-,33,-,-,-,-
2019,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2019,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2019,Townhouse,Total,790,860,"1,000",s,154,-3.37%,-4.44%,30.00%,-40.91%
2019,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2019,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2019,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2019,Townhouse,3 Bedrooms,-,-,-,-,96,-,-,-,-
2019,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2019,Flat/Unit,Total,420,500,580,139,"1,181",-1.96%,-15.25%,2.96%,14.88%
2019,Flat/Unit,Bedsitter,350,350,380,s,s,,,,
2019,Flat/Unit,1 Bedroom,420,450,488,43,369,-4.76%,-10.00%,-20.37%,13.16%
2019,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2019,Flat/Unit,2 Bedrooms,500,550,600,71,653,-4.35%,-11.29%,5.97%,-4.05%
2019,Flat/Unit,3 Bedrooms,643,710,755,s,116,5.19%,-5.33%,-7.69%,50.00%
2019,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2020,Total,Total,500,580,650,738,4342,-4.92%,-15.94%,-13.48%,31.79%
2020,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2020,Total,1 Bedroom,450,480,500,220,"1,155",-4.00%,-17.24%,-4.35%,6.80%
2020,Total,Not Specified,-,-,-,-,115,-,-,-,-
2020,Total,2 Bedrooms,550,600,630,349,2173,-3.23%,-17.24%,-17.69%,39.04%
2020,Total,3 Bedrooms,680,730,770,152,804,-5.19%,-18.89%,-10.59%,68.89%
2020,Total,4 or more Bedrooms,-,-,-,-,83,-,-,-,-
2020,House,Total,550,665,796,42,327,2.31%,-3.27%,-6.67%,40.00%
2020,House,Bedsitter,-,-,-,-,-,-,-,-,-
2020,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2020,House,Not Specified,-,-,-,-,-,-,-,-,-
2020,House,2 Bedrooms,550,580,600,s,74,-3.33%,-11.45%,-26.67%,37.50%
2020,House,3 Bedrooms,650,700,768,s,170,7.69%,-3.45%,0.00%,35.71%
2020,House,4 or more Bedrooms,-,-,-,-,55,-,-,-,-
2020,Other,Total,419,510,593,s,132,-8.93%,-25.55%,9.09%,9.09%
2020,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2020,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2020,Other,Not Specified,-,-,-,-,45,-,-,-,-
2020,Other,2 Bedrooms,-,-,-,-,50,-,-,-,-
2020,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2020,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2020,Townhouse,Total,-,-,-,-,109,-,-,-,-
2020,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2020,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2020,Townhouse,2 Bedrooms,-,-,-,-,39,-,-,-,-
2020,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2020,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2020,Flat/Unit,Total,500,580,650,677,"3,774",-3.33%,-15.64%,-14.63%,32.23%
2020,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2020,Flat/Unit,1 Bedroom,450,480,500,216,"1,095",-4.00%,-17.24%,-4.85%,8.00%
2020,Flat/Unit,Not Specified,-,-,-,-,58,-,-,-,-
2020,Flat/Unit,2 Bedrooms,550,600,630,328,2010,-3.23%,-17.81%,-18.61%,38.98%
2020,Flat/Unit,3 Bedrooms,680,730,770,130,596,-6.41%,-18.89%,-12.75%,80.56%
2020,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2021,Total,Total,400,570,875,384,3435,-0.87%,-12.31%,-12.53%,-2.78%
2021,Total,Bedsitter,255,325,380,s,298,-1.52%,-10.96%,-34.15%,28.57%
2021,Total,1 Bedroom,350,400,470,127,1059,0.00%,-14.89%,-15.89%,-5.93%
2021,Total,Not Specified,-,-,-,-,238,-,-,-,-
2021,Total,2 Bedrooms,550,675,813,144,1000,-0.74%,-8.78%,9.92%,17.07%
2021,Total,3 Bedrooms,1023,1200,1400,59,631,9.09%,4.32%,-30.59%,-18.06%
2021,Total,4 or more Bedrooms,1300,1475,1900,s,209,6.88%,5.36%,-16.67%,-25.93%
2021,House,Total,850,1150,1400,85,672,15.00%,15.00%,-12.37%,-15.84%
2021,House,Bedsitter,-,-,-,-,s,-,-,-,-
2021,House,1 Bedroom,-,-,-,-,35,-,-,-,-
2021,House,Not Specified,-,-,-,-,s,-,-,-,-
2021,House,2 Bedrooms,713,810,890,s,189,3.51%,-2.41%,-15.62%,-22.86%
2021,House,3 Bedrooms,1150,1313,1600,36,297,15.38%,3.75%,-14.29%,-10.00%
2021,House,4 or more Bedrooms,1328,1550,1873,s,127,5.08%,-12.68%,7.14%,7.14%
2021,Other,Total,-,-,-,-,296,-,-,-,-
2021,Other,Bedsitter,-,-,-,-,58,-,-,-,-
2021,Other,1 Bedroom,-,-,-,-,54,-,-,-,-
2021,Other,Not Specified,-,-,-,-,112,-,-,-,-
2021,Other,2 Bedrooms,-,-,-,-,39,-,-,-,-
2021,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2021,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2021,Townhouse,Total,773,855,1044,38,487,-8.06%,-14.07%,-29.63%,-20.83%
2021,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2021,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2021,Townhouse,Not Specified,-,-,-,-,s,-,-,-,-
2021,Townhouse,2 Bedrooms,731,785,858,s,165,-1.57%,-1.88%,-10.00%,12.50%
2021,Townhouse,3 Bedrooms,930,1075,1300,s,225,-1.15%,0.94%,-46.15%,-36.36%
2021,Townhouse,4 or more Bedrooms,-,-,-,-,55,-,-,-,-
2021,Flat/Unit,Total,375,460,600,253,"1,980",2.28%,-11.49%,-9.32%,8.58%
2021,Flat/Unit,Bedsitter,260,325,365,s,226,0.00%,-9.72%,-40.00%,23.53%
2021,Flat/Unit,1 Bedroom,350,400,470,117,942,0.00%,-14.89%,-17.02%,-3.31%
2021,Flat/Unit,Not Specified,-,-,-,-,102,-,-,-,-
2021,Flat/Unit,2 Bedrooms,500,600,728,99,607,0.00%,-10.78%,25.32%,41.43%
2021,Flat/Unit,3 Bedrooms,-,-,-,-,89,-,-,-,-
2021,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2022,Total,Total,570,675,850,443,3079,0.37%,-7.53%,-19.16%,39.31%
2022,Total,Bedsitter,300,355,399,s,160,1.43%,-11.25%,36.36%,200.00%
2022,Total,1 Bedroom,500,630,650,149,997,9.57%,-4.18%,-32.58%,33.04%
2022,Total,Not Specified,-,-,-,-,157,-,-,-,-
2022,Total,2 Bedrooms,600,753,850,170,1145,3.08%,-5.94%,-3.95%,49.12%
2022,Total,3 Bedrooms,860,1000,1100,65,469,-4.76%,-15.61%,-28.57%,66.67%
2022,Total,4 or more Bedrooms,1228,1458,1763,s,151,12.12%,-7.46%,-24.14%,57.14%
2022,House,Total,800,1050,1300,55,341,-4.55%,0.00%,-6.78%,27.91%
2022,House,Bedsitter,-,-,-,-,-,-,-,-,-
2022,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2022,House,Not Specified,-,-,-,-,-,-,-,-,-
2022,House,2 Bedrooms,690,798,906,s,74,-6.18%,6.33%,50.00%,-20.00%
2022,House,3 Bedrooms,900,1060,1220,s,141,-1.40%,-11.67%,-19.23%,50.00%
2022,House,4 or more Bedrooms,1250,1500,1938,s,94,6.01%,-16.67%,-15.79%,77.78%
2022,Other,Total,-,-,-,-,233,-,-,-,-
2022,Other,Bedsitter,-,-,-,-,35,-,-,-,-
2022,Other,1 Bedroom,-,-,-,-,35,-,-,-,-
2022,Other,Not Specified,-,-,-,-,89,-,-,-,-
2022,Other,2 Bedrooms,-,-,-,-,49,-,-,-,-
2022,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2022,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2022,Townhouse,Total,695,850,1100,s,168,-10.53%,0.00%,4.35%,60.00%
2022,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2022,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2022,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2022,Townhouse,2 Bedrooms,-,-,-,-,48,-,-,-,-
2022,Townhouse,3 Bedrooms,-,-,-,-,66,-,-,-,-
2022,Townhouse,4 or more Bedrooms,-,-,-,-,36,-,-,-,-
2022,Flat/Unit,Total,550,650,800,359,"2,337",0.00%,-9.72%,-21.62%,46.53%
2022,Flat/Unit,Bedsitter,300,360,415,s,120,2.86%,-11.66%,52.94%,225.00%
2022,Flat/Unit,1 Bedroom,500,630,658,143,927,8.62%,-5.97%,-32.86%,36.19%
2022,Flat/Unit,Not Specified,-,-,-,-,58,-,-,-,-
2022,Flat/Unit,2 Bedrooms,600,750,850,151,974,4.17%,-6.25%,-9.58%,67.78%
2022,Flat/Unit,3 Bedrooms,853,1000,1100,34,240,-4.76%,-16.67%,-35.85%,88.89%
2022,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2023,Total,Total,520,650,850,173,1400,9.70%,-7.14%,2.98%,31.06%
2023,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2023,Total,1 Bedroom,400,425,483,s,188,-6.59%,-19.81%,-40.62%,-5.00%
2023,Total,Not Specified,-,-,-,-,89,-,-,-,-
2023,Total,2 Bedrooms,546,625,725,98,736,10.62%,-8.09%,16.67%,24.05%
2023,Total,3 Bedrooms,754,980,1350,36,273,-6.67%,-20.00%,-7.69%,125.00%
2023,Total,4 or more Bedrooms,1500,2200,4150,s,96,7.32%,-24.14%,8.33%,0.00%
2023,House,Total,975,1850,3325,s,118,8.82%,-28.85%,35.29%,64.29%
2023,House,Bedsitter,-,-,-,-,-,-,-,-,-
2023,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2023,House,Not Specified,-,-,-,-,-,-,-,-,-
2023,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2023,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2023,House,4 or more Bedrooms,"1,925","3,500","4,175",s,65,27.27%,29.63%,22.22%,-8.33%
2023,Other,Total,390,410,450,s,135,-10.77%,-32.79%,200.00%,300.00%
2023,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2023,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2023,Other,Not Specified,-,-,-,-,46,-,-,-,-
2023,Other,2 Bedrooms,-,-,-,-,44,-,-,-,-
2023,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2023,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2023,Townhouse,Total,-,-,-,-,32,-,-,-,-
2023,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2023,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2023,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2023,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2023,Flat/Unit,Total,526,650,765,134,"1,115",12.55%,-4.41%,-8.22%,16.52%
2023,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2023,Flat/Unit,1 Bedroom,400,430,490,s,161,-7.53%,-18.87%,-53.57%,-31.58%
2023,Flat/Unit,Not Specified,-,-,-,-,37,-,-,-,-
2023,Flat/Unit,2 Bedrooms,549,635,750,92,669,13.39%,-6.62%,15.00%,17.95%
2023,Flat/Unit,3 Bedrooms,690,870,1050,s,219,-17.14%,-27.50%,-28.57%,78.57%
2023,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2024,Total,Total,585,675,875,195,1797,3.85%,0.00%,-18.07%,43.38%
2024,Total,Bedsitter,-,-,-,-,41,-,-,-,-
2024,Total,1 Bedroom,420,500,600,49,415,-2.44%,-8.26%,6.52%,22.50%
2024,Total,Not Specified,-,-,-,-,86,-,-,-,-
2024,Total,2 Bedrooms,631,700,819,98,951,7.69%,3.32%,-25.19%,48.48%
2024,Total,3 Bedrooms,863,950,1375,s,218,5.56%,-16.48%,-12.90%,68.75%
2024,Total,4 or more Bedrooms,1480,1950,2600,s,86,-2.50%,4.00%,-31.58%,30.00%
2024,House,Total,975,1490,1950,s,185,10.37%,8.36%,-33.33%,10.00%
2024,House,Bedsitter,-,-,-,-,-,-,-,-,-
2024,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2024,House,Not Specified,-,-,-,-,-,-,-,-,-
2024,House,2 Bedrooms,-,-,-,-,45,-,-,-,-
2024,House,3 Bedrooms,-,-,-,-,75,-,-,-,-
2024,House,4 or more Bedrooms,-,-,-,-,57,-,-,-,-
2024,Other,Total,-,-,-,-,129,-,-,-,-
2024,Other,Bedsitter,-,-,-,-,s,-,-,-,-
2024,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2024,Other,Not Specified,-,-,-,-,46,-,-,-,-
2024,Other,2 Bedrooms,-,-,-,-,40,-,-,-,-
2024,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2024,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2024,Townhouse,Total,890,"1,150","1,380",s,76,0.00%,-0.43%,37.50%,57.14%
2024,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2024,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2024,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2024,Townhouse,3 Bedrooms,-,-,-,-,35,-,-,-,-
2024,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2024,Flat/Unit,Total,550,650,790,157,"1,407",2.36%,0.00%,-17.80%,52.43%
2024,Flat/Unit,Bedsitter,-,-,-,-,s,-,-,-,-
2024,Flat/Unit,1 Bedroom,425,515,600,45,388,-0.96%,-8.44%,4.65%,25.00%
2024,Flat/Unit,Not Specified,-,-,-,-,33,-,-,-,-
2024,Flat/Unit,2 Bedrooms,626,698,800,90,846,7.31%,4.49%,-26.83%,50.00%
2024,Flat/Unit,3 Bedrooms,738,900,1025,s,101,5.88%,16.88%,15.38%,200.00%
2024,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2025,Total,Total,531,650,994,146,1168,-9.72%,-11.86%,10.61%,21.67%
2025,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2025,Total,1 Bedroom,425,450,585,31,240,-9.09%,-5.76%,19.23%,72.22%
2025,Total,Not Specified,-,-,-,-,70,-,-,-,-
2025,Total,2 Bedrooms,563,625,750,74,531,-7.06%,-12.59%,32.14%,10.45%
2025,Total,3 Bedrooms,1050,1248,1675,s,234,13.41%,9.43%,-33.33%,36.84%
2025,Total,4 or more Bedrooms,-,-,-,-,73,-,-,-,-
2025,House,Total,"1,050","1,295","1,780",s,184,10.21%,-0.19%,-27.78%,-13.33%
2025,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2025,House,Not Specified,-,-,-,-,-,-,-,-,-
2025,House,2 Bedrooms,-,-,-,-,42,-,-,-,-
2025,House,3 Bedrooms,"1,193","1,373","1,780",s,84,13.12%,-1.96%,-17.65%,55.56%
2025,House,4 or more Bedrooms,-,-,-,-,45,-,-,-,-
2025,Other,Total,-,-,-,-,113,-,-,-,-
2025,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2025,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2025,Other,Not Specified,-,-,-,-,34,-,-,-,-
2025,Other,2 Bedrooms,-,-,-,-,32,-,-,-,-
2025,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2025,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2025,Townhouse,Total,791,920,1214,s,117,-6.12%,-7.77%,33.33%,200.00%
2025,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2025,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2025,Townhouse,2 Bedrooms,-,-,-,-,32,-,-,-,-
2025,Townhouse,3 Bedrooms,-,-,-,-,58,-,-,-,-
2025,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2025,Flat/Unit,Total,506,615,724,102,754,-6.11%,-11.51%,18.60%,22.89%
2025,Flat/Unit,Bedsitter,-,-,-,-,s,-,-,-,-
2025,Flat/Unit,1 Bedroom,432,450,590,s,204,-9.09%,-5.76%,8.33%,44.44%
2025,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2025,Flat/Unit,2 Bedrooms,550,620,700,62,425,-6.77%,-11.43%,34.78%,16.98%
2025,Flat/Unit,3 Bedrooms,-,-,-,-,81,-,-,-,-
2025,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2026,Total,Total,550,675,875,989,8436,3.85%,-10.00%,-20.31%,20.76%
2026,Total,Bedsitter,328,398,466,56,404,4.61%,-11.67%,1.82%,93.10%
2026,Total,1 Bedroom,450,550,650,236,1968,1.85%,-5.17%,-27.16%,10.80%
2026,Total,Not Specified,-,-,-,-,483,-,-,-,-
2026,Total,2 Bedrooms,600,695,835,531,4306,1.46%,-7.33%,-19.91%,28.57%
2026,Total,3 Bedrooms,900,1056,1300,124,1031,5.60%,-12.00%,-18.95%,13.76%
2026,Total,4 or more Bedrooms,1345,1500,1850,35,244,-10.45%,-16.67%,2.94%,0.00%
2026,House,Total,650,1195,1550,77,564,8.64%,3.91%,-22.22%,8.45%
2026,House,Bedsitter,-,-,-,-,s,-,-,-,-
2026,House,1 Bedroom,-,-,-,-,46,-,-,-,-
2026,House,Not Specified,-,-,-,-,s,-,-,-,-
2026,House,2 Bedrooms,613,775,875,s,142,-3.12%,-6.63%,-33.33%,-28.00%
2026,House,3 Bedrooms,1161,1300,1600,s,209,4.00%,6.12%,-31.58%,18.18%
2026,House,4 or more Bedrooms,1400,1625,1963,s,145,-12.16%,-9.72%,-13.04%,33.33%
2026,Other,Total,56,65,394,s,675,-87.06%,-90.37%,0.00%,-51.72%
2026,Other,Bedsitter,-,-,-,-,97,-,-,-,-
2026,Other,1 Bedroom,-,-,-,-,90,-,-,-,-
2026,Other,Not Specified,-,-,-,-,247,-,-,-,-
2026,Other,2 Bedrooms,-,-,-,-,190,-,-,-,-
2026,Other,3 Bedrooms,-,-,-,-,43,-,-,-,-
2026,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2026,Townhouse,Total,863,985,1250,s,250,-1.50%,-14.35%,0.00%,100.00%
2026,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2026,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2026,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2026,Townhouse,2 Bedrooms,736,893,980,s,86,5.00%,-0.83%,9.09%,300.00%
2026,Townhouse,3 Bedrooms,935,1150,1250,s,112,9.52%,4.55%,7.69%,133.33%
2026,Townhouse,4 or more Bedrooms,-,-,-,-,32,-,-,-,-
2026,Flat/Unit,Total,550,650,820,868,6947,0.00%,-10.03%,-20.95%,23.30%
2026,Flat/Unit,Bedsitter,350,420,485,44,295,12.00%,-6.67%,-10.20%,76.00%
2026,Flat/Unit,1 Bedroom,453,550,650,226,1820,1.85%,-5.98%,-27.80%,13.00%
2026,Flat/Unit,Not Specified,-,-,-,-,218,-,-,-,-
2026,Flat/Unit,2 Bedrooms,600,685,825,499,3888,1.48%,-8.67%,-19.77%,32.01%
2026,Flat/Unit,3 Bedrooms,843,993,1161,84,667,10.28%,-14.62%,-16.00%,7.69%
2026,Flat/Unit,4 or more Bedrooms,1285,1415,1500,s,59,13.65%,-25.92%,100.00%,-14.29%
2027,Total,Total,476,650,999,154,1537,-11.56%,-13.33%,-16.76%,4.76%
2027,Total,Bedsitter,-,-,-,-,36,-,-,-,-
2027,Total,1 Bedroom,408,465,535,55,414,-1.06%,-13.89%,1.85%,22.22%
2027,Total,Not Specified,-,-,-,-,118,-,-,-,-
2027,Total,2 Bedrooms,620,755,871,60,604,0.67%,-8.48%,-26.83%,-15.49%
2027,Total,3 Bedrooms,"1,000","1,173","1,655",s,304,6.59%,-6.20%,-28.21%,7.69%
2027,Total,4 or more Bedrooms,-,-,-,-,61,-,-,-,-
2027,House,Total,650,1150,2443,s,84,-4.17%,36.90%,7.69%,100.00%
2027,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2027,House,Not Specified,-,-,-,-,-,-,-,-,-
2027,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2027,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2027,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2027,Other,Total,-,-,-,-,170,-,-,-,-
2027,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2027,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2027,Other,Not Specified,-,-,-,-,72,-,-,-,-
2027,Other,2 Bedrooms,-,-,-,-,43,-,-,-,-
2027,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2027,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2027,Townhouse,Total,-,-,-,-,41,-,-,-,-
2027,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2027,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2027,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2027,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2027,Flat/Unit,Total,473,620,885,131,1242,-11.11%,-17.33%,-20.12%,-2.96%
2027,Flat/Unit,Bedsitter,-,-,-,-,s,-,-,-,-
2027,Flat/Unit,1 Bedroom,403,465,535,51,378,-1.06%,-13.89%,-3.77%,15.91%
2027,Flat/Unit,Not Specified,-,-,-,-,45,-,-,-,-
2027,Flat/Unit,2 Bedrooms,620,750,873,51,521,0.00%,-9.09%,-31.08%,-19.05%
2027,Flat/Unit,3 Bedrooms,981,"1,148","1,588",s,248,6.74%,-8.20%,-25.00%,4.35%
2027,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2028,Total,Total,554,685,915,102,997,0.74%,-8.67%,-24.44%,3.03%
2028,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2028,Total,1 Bedroom,368,438,485,s,107,-7.89%,-27.08%,-15.79%,23.08%
2028,Total,Not Specified,-,-,-,-,59,-,-,-,-
2028,Total,2 Bedrooms,598,650,755,63,587,0.00%,-10.34%,-23.17%,3.28%
2028,Total,3 Bedrooms,1000,1400,1560,s,194,9.85%,24.44%,-20.83%,5.56%
2028,Total,4 or more Bedrooms,-,-,-,-,43,-,-,-,-
2028,House,Total,-,-,-,-,63,-,-,-,-
2028,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2028,House,Not Specified,-,-,-,-,-,-,-,-,-
2028,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2028,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2028,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2028,Other,Total,-,-,-,-,94,-,-,-,-
2028,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2028,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2028,Other,Not Specified,-,-,-,-,s,-,-,-,-
2028,Other,2 Bedrooms,-,-,-,-,40,-,-,-,-
2028,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2028,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2028,Townhouse,Total,-,-,-,-,42,-,-,-,-
2028,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2028,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2028,Townhouse,3 Bedrooms,-,-,-,-,32,-,-,-,-
2028,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2028,Flat/Unit,Total,554,650,825,94,798,-2.99%,-13.33%,-16.81%,16.05%
2028,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2028,Flat/Unit,1 Bedroom,368,438,485,s,97,-7.89%,-27.08%,0.00%,23.08%
